Day,Time,Hour,Location,Address,Region,Types
Wednesday,19:00,19,Castleton Hill Moravian Church,1657 Victory Blvd,"Bull's Head, Willow Brook, Casleton, S.I. Teleport","Beginner, Open, Wheelchair Access"
Wednesday,19:00,19,Christ Church,17 Sagamore Rd,Bronxville,"Closed, Meditation, Wheelchair Access"
Wednesday,19:00,19,Christ Lutheran Church,3 Church Rd,Rockland County,"Big Book, Wheelchair Access"
Wednesday,19:00,19,Church in the Garden,99-50 Ascan Ave,Forest Hills,Big Book
Wednesday,19:00,19,Commack Methodist Church,486 Town Line Rd,Suffolk County,Step Meeting
Wednesday,19:00,19,"Congregation Beth Elohim, Temple House",274 Garfield Pl,Park Slope,"Closed, Step Meeting, Wheelchair Access, Women"
Wednesday,19:00,19,Convent Baptist Church Education Building,425 W 144th St,West Harlem,"Closed, Men, Wheelchair Access"
Wednesday,19:00,19,Elmhurst Hospital,79-1 Broadway,Elmhurst,"Beginner, Wheelchair Access"
Wednesday,19:00,19,Flatbush Tompkins Congregational Church,424 E 19th St,Flatbush,Closed
Wednesday,19:00,19,Fort Schuyler House,3077 Cross Bronx Expy,Westchester,"Open, Speaker"
Wednesday,19:00,19,Gilead United Presbyterian Church,7 Church St,Putnam and Dutchess Counties,Step Meeting
Wednesday,19:00,19,Gilead United Presbyterian Church,7 Church St,Putnam and Dutchess Counties,Beginner
Wednesday,19:00,19,Grace Lutheran Church,925 Fifth Avenue,New Jersey,Beginner
Wednesday,19:00,19,Greenwood Baptist Church,262 7th Ave,Park Slope,"Open, Spanish"
Wednesday,19:00,19,Gustavus Adolphus Lutheran Church,155 E 22nd St,Gramercy Park,"Big Book, Closed, Literature, Wheelchair Access"
Wednesday,19:00,19,Hazelden Tribeca,283 W Broadway,TriBeCa,"Closed, Discussion, Wheelchair Access"
Wednesday,19:00,19,Hebrew Educational Society,9502 Seaview Ave,Canarsie,Beginner
Wednesday,19:00,19,Holy Name of Mary School,114 Grand St,Croton-On-Hudson,"Beginner, Closed, Step Meeting"
Wednesday,19:00,19,Holy Rosary Church,41 Windermere Ave,Orange County,"Closed, Discussion, Step Meeting"
Wednesday,19:00,19,HOW Club,552 Port Richmond Ave,St. George / New Brighton Thompkinsville,Closed
Wednesday,19:00,19,Immaculate Conception Church,389 E 150th St,Melrose,"Closed, Spanish"
Wednesday,19:00,19,King of Kings Lutheran Church,543 Union Ave,Orange County,Step Meeting
Wednesday,19:00,19,Macedonia Community Center,103 W 2nd St,Mt. Vernon,Closed
Wednesday,19:00,19,Marien Heim Senior Home,4520 4th Ave,Sunset Park,"Beginner, Closed, Wheelchair Access"
Wednesday,19:00,19,North Central Bronx Hospital,3424 Kossuth Ave,Williamsbridge,"Atheist / Agnostic, Closed, Wheelchair Access"
Wednesday,19:00,19,North Salem Community Center,1 Titicus Rd,Purdys,Big Book
Wednesday,19:00,19,Park Slope Armory,1402 8th Ave,Park Slope,"Big Book, Women"
Wednesday,19:00,19,Plymouth Church,75 Hicks St,Brooklyn Heights,"Discussion, Open"
Wednesday,19:00,19,Ridgewood Presbyterian Church,59-14 70th Ave,Ridgewood/Glendale,"Beginner, Wheelchair Access"
Wednesday,19:00,19,Riverdale Presbyterian Church,4763 Henry Hudson Pkwy W,Riverdale,"Closed, Wheelchair Access"
Wednesday,19:00,19,Sacred Heart School,216-01 38th Ave,Bayside,"Beginner, Closed"
Wednesday,19:00,19,Sacred Heart School,216-01 38th Ave,Bayside,"Big Book, Closed"
Wednesday,19:00,19,Sacred Hearts-St Stephen RC Church,108 Carroll St,Red Hook,Beginner
Wednesday,19:00,19,St Andrew's Episcopal Church,26 Prospect St,Putnam and Dutchess Counties,"Step Meeting, Wheelchair Access"
Wednesday,19:00,19,St Augustine's Church,1508 Webster Ave,Tremont,Closed
Wednesday,19:00,19,St John's Boys Home,150 Beach 110th St,Rockaway Park,Closed
Wednesday,19:00,19,St John's Lutheran Church,939 83rd St,Dyker Heights,Closed
Wednesday,19:00,19,St Joseph's School,420 E 87th St,Yorkville/Carnegie Hill,"Beginner, Closed"
Wednesday,19:00,19,St Luke's Episcopal Church,331 NY-100,Somers,"Closed, Step Meeting, Women"
Wednesday,19:00,19,St Margaret Church,66-10 79th Pl,Middle Village,Beginner
Wednesday,19:00,19,St. Pascal of Baylon Church,112-43 199th St,St. Albans,"Beginner, Step Meeting"
Wednesday,19:00,19,St Patrick & St Lucy Church,285 Willoughby Ave,Adelphi Crown Heights,"Open, Spanish"
Wednesday,19:00,19,St Patrick's Church,188 Church Pl,Yorktown Heights,"Beginner, Wheelchair Access"
Wednesday,19:00,19,St Paul's Lutheran Church,761 King St,Port Chester,Step Meeting
Wednesday,19:00,19,St Sebastian's Parish Center,39-60 57th St,Woodside,Big Book
Wednesday,19:00,19,St Stanislaus Kostka Church Rectory,189 Driggs Ave,Greenpoint,Closed
Wednesday,19:00,19,St Thomas Aquinas Church,1541 Hendrickson St,Ryder,"Discussion, Open"
Wednesday,19:00,19,St William the Abbot Church,2001 Jackson Ave,Nassau County,"Beginner, Wheelchair Access"
Wednesday,19:00,19,The Old Annunciation Schoolhouse,70 Havemeyer St,Williamsburg,Closed
Wednesday,19:00,19,Trinity Presbyterian Church,422 W 57th St,Hell's Kitchen,Step Meeting
Wednesday,19:00,19,Twelfth Street Workshop,411 E 12th St,East Village,Closed
Wednesday,19:00,19,Union Free Church,754 Ocean Breeze Walk,Suffolk County,"Step Meeting, Wheelchair Access"
Wednesday,19:00,19,Union Free Church,754 Ocean Breeze Walk,Suffolk County,"Closed, Wheelchair Access"
Wednesday,19:00,19,United Methodist Church,85 Mt Hope Rd,Putnam and Dutchess Counties,"Beginner, Step Meeting"
Wednesday,19:00,19,University Settlement,273 Bowery,East Village,"Closed, Wheelchair Access"
Wednesday,19:00,19,West End Collegiate Church,368 West End Ave,Upper West Side,Beginner
Wednesday,19:00,19,West End Presbyterian Church,165 W 105th St,Upper West Side,Beginner
Wednesday,19:15,19,Allen Senior Citizens Complex,168-1 Linden Blvd,Jamaica,"Closed, Wheelchair Access"
Wednesday,19:15,19,Christ Lutheran Church,33-57 58th St,Woodside,"Step Meeting, Wheelchair Access"
Wednesday,19:15,19,Community Church,36 Church St,Nassau County,Step Meeting
Wednesday,19:15,19,Emanuel United Church of Christ,93-12 91st St,Woodhaven,"Step Meeting, Tradition Study"
Wednesday,19:15,19,Old First Church,125 Main St,Suffolk County,Open
Wednesday,19:15,19,Queen of All Saints Church,300 Vanderbilt Ave,Pratt (Fort Green),Beginner
Wednesday,19:15,19,Redeemer Lutheran Church,92-10 217th St,Queens Village,Open
Wednesday,19:15,19,Reformed Church of the Tarrytowns,42 Broadway,Tarrytown,"Big Book, Tradition Study"
Wednesday,19:15,19,Rutgers Church,236 W 73rd St,Upper West Side,"Beginner, LGBTQ, Wheelchair Access"
Wednesday,19:15,19,St Bartholomew's Church,82 Prospect St,White Plains,"Beginner, Wheelchair Access"
Wednesday,19:15,19,St John's Lutheran Church,122 Fenimore Rd,Mamaroneck,Big Book
Wednesday,19:15,19,St Luke's School,487 Hudson St,Greenwich Village,"Discussion, Open, Wheelchair Access"
Wednesday,19:15,19,St Philip's in the Highlands Church,1101 NY-9D,Putnam and Dutchess Counties,Beginner
Wednesday,19:15,19,Zion Episcopal Church,243-1 Northern Blvd,Little Neck/Douglaston,Beginner
Wednesday,19:30,19,42 North Street,42 North St,Orange County,Beginner
Wednesday,19:30,19,All Saints Church,300 Harrison Ave,Harrison,Closed
Wednesday,19:30,19,Asbury Methodist Church,167 Scarsdale Rd,Tuckahoe,Closed
Wednesday,19:30,19,Bellmore Presbyterian Church,2740 Martin Ave,Nassau County,"Beginner, Gay, LGBTQ, Lesbian"
Wednesday,19:30,19,"Belmont Racetrack, Enter Thru Gate #6",2150 Hempstead Turnpike,Nassau County,"Closed, Wheelchair Access"
Wednesday,19:30,19,"Belmont Racetrack, Enter Thru Gate #6",2150 Hempstead Turnpike,Nassau County,"Beginner, Wheelchair Access"
Wednesday,19:30,19,Bryn Mawr Presbyterian Park Church,20 Buckingham Rd,Yonkers,Beginner
Wednesday,19:30,19,Bushwick Abbey,176 St Nicholas Ave,Bushwick,"Big Book, Open"
Wednesday,19:30,19,Christ Church,2 Milton Rd,Rye,"Closed, Wheelchair Access"
Wednesday,19:30,19,Christ Episcopal Church,20 Carroll St,Putnam and Dutchess Counties,"Discussion, Open"
Wednesday,19:30,19,Church of St Matthew & St Timothy,26 W 84th St,Upper West Side,"Open, Sign Language, Speaker, Wheelchair Access"
Wednesday,19:30,19,Church of the Mediator,260 W 231st St,Kingsbridge,"Beginner, Open, Wheelchair Access"
Wednesday,19:30,19,Community Church of the Pelhams,448 Washington Ave,Pelham,"Open, Wheelchair Access"
Wednesday,19:30,19,Congregational Church of Manhasset,1845 Northern Blvd,Nassau County,Closed
Wednesday,19:30,19,First Presbyterian Church,717 St Lukes Pl,Nassau County,"Big Book, Open, Wheelchair Access"
Wednesday,19:30,19,First Presbyterian Church,387 Montauk Hwy,Suffolk County,"Step Meeting, Wheelchair Access"
Wednesday,19:30,19,First Presbyterian Church,717 St Lukes Pl,Nassau County,Step Meeting
Wednesday,19:30,19,First Presbyterian Church of Throggs Neck,3051 E Tremont Ave,Throggs Neck,"Closed, Step Meeting"
Wednesday,19:30,19,First Presbyterian Church of Whitestone,15-43 149th St,Whitestone,"Beginner, Closed"
Wednesday,19:30,19,First Presbyterian Church of Whitestone,15-43 149th St,Whitestone,"Closed, Tradition Study, Wheelchair Access"
Wednesday,19:30,19,First Reformed Church of College Point,118-1 14th Ave,College Point,Closed
Wednesday,19:30,19,Grace Episcopal Church,116 City Island Ave,City Island,"Step Meeting, Wheelchair Access"
Wednesday,19:30,19,Greenbelt Recreational Center,281 Patchogue-Holbrook Rd,Suffolk County,"Discussion, Open"
Wednesday,19:30,19,Holy Apostles Church Rectory,296 9th Ave,Midtown West Side,Step Meeting
Wednesday,19:30,19,Holy Trinity Church,20 Cumming St,Inwood,"Beginner, LGBTQ"
Wednesday,19:30,19,House of Hope Presbyterian Church,84-54 248th St,Bellerose,Big Book
Wednesday,19:30,19,Iglesia Santa Elizabeth,268 Wadsworth Ave,Washington Heights,"Discussion, Open, Wheelchair Access"
Wednesday,19:30,19,Immanuel Lutheran Church,1296 Lexington Ave,Yorkville/Carnegie Hill,Beginner
Wednesday,19:30,19,Jamaica Hospital,8900 Van Wyck Expy,Richmond Hill,"Closed, Wheelchair Access"
Wednesday,19:30,19,Monestary of St. Clare,70 Nelson Ave,Putnam and Dutchess Counties,"Big Book, Closed"
Wednesday,19:30,19,Mt Carmel Baptist Church,76 Gleneida Ave,Putnam and Dutchess Counties,Big Book
Wednesday,19:30,19,Old Melrose School,118-120 Federal Hill Rd,Putnam and Dutchess Counties,"Closed, Wheelchair Access"
Wednesday,19:30,19,Our Lady of Lourdes Church Rectory,65 Wright Ave,Nassau County,Step Meeting
Wednesday,19:30,19,Our Savior Lutheran School,1734 Williamsbridge Rd,Westchester,"Big Book, Closed"
Wednesday,19:30,19,Parkway Community Church,95 Stewart Ave,Nassau County,Closed
Wednesday,19:30,19,Presbyterian Church of Pleasantville,400 Bedford Rd,Pleasantville,"Open, Wheelchair Access"
Wednesday,19:30,19,"Ready, Willing & Able Building",520 Gates Ave,Bedford Stuyvesant,Beginner
Wednesday,19:30,19,Sacred Heart Elementary/High School,34 Convent Ave,Yonkers,"Big Book, Wheelchair Access"
Wednesday,19:30,19,Saint Joseph's Roman Catholic School,1346 Broadway,Nassau County,"Beginner, Wheelchair Access"
Wednesday,19:30,19,Saint Joseph's Roman Catholic School,1346 Broadway,Nassau County,"Step Meeting, Wheelchair Access"
Wednesday,19:30,19,Saint Mary's Episcopal Church,26 St Mary's Rd,Suffolk County,"Step Meeting, Wheelchair Access"
Wednesday,19:30,19,Salem United Methodist Church Community Center,211 W 129th St,West Harlem,"Closed, Wheelchair Access"
Wednesday,19:30,19,Scarborough Presbyterian Church,655 Scarborough Rd,Briarcliff,"Beginner, Wheelchair Access"
Wednesday,19:30,19,Scarsdale Congregational Church,1 Heathcote Rd,Scarsdale,Open
Wednesday,19:30,19,Scarsdale Congregational Church,1 Heathcote Rd,Scarsdale,Beginner
Wednesday,19:30,19,St Albans Veterans Hosp,1875 Linden Blvd,St. Albans,"Closed, Wheelchair Access"
Wednesday,19:30,19,St Anthony of Padua Church,155 Sullivan St,Soho,"Closed, Step Meeting"
Wednesday,19:30,19,St. Elizabeth's Center,175 Wolf Hill Rd,Suffolk County,"Step Meeting, Wheelchair Access"
Wednesday,19:30,19,St. John's Lutheran Church,155 Milton St,Greenpoint,"Open, Speaker"
Wednesday,19:30,19,St John's Lutheran Church,86-20 114th St,Richmond Hill,Closed
Wednesday,19:30,19,St Luke's Parish Hall,68 Bedford Rd,Katonah,"Beginner, Wheelchair Access"
Wednesday,19:30,19,St Margaret's Residence,49 Fulton St,Bowling Green/City Hall,"Beginner, Closed, Step Meeting"
Wednesday,19:30,19,St. Mary Gate of Heaven Church,103-12 101st Ave,Ozone Park,Beginner
Wednesday,19:30,19,St Mary Gate of Heaven Church,103-12 101st Ave,Ozone Park,"Big Book, Wheelchair Access"
Wednesday,19:30,19,St Mary's Church,10-8 49th Ave,Long Island City,"Discussion, Open"
Wednesday,19:30,19,St Matthew's Catholic Church,616 Warburton Ave,Hastings-On-Hudson,"Beginner, Wheelchair Access"
Wednesday,19:30,19,St Paul Lutheran Church,449 Stewart Ave,Nassau County,"Open, Wheelchair Access"
Wednesday,19:30,19,St Paul's Church,225 St Pauls Ave,Stapleton,"Discussion, Open, Wheelchair Access, Young People"
Wednesday,19:30,19,St Paul's Lutheran Church,21 Still Rd,Orange County,"Open, Wheelchair Access"
Wednesday,19:30,19,St Paul's Rectory,199 Carroll St,Brooklyn Heights,"Big Book, Men, Wheelchair Access"
Wednesday,19:30,19,St Raymond's School Cafeteria,1759 Castle Hill Ave,Parkchester,Open
Wednesday,19:30,19,Steinway Reformed Church,21-65 41st St,Astoria / Steinway,"Open, Speaker"
Wednesday,19:30,19,Stony Point Presbyterian Church,125 W Main St,Rockland County,"Big Book, Closed"
Wednesday,19:30,19,Temple Israel,140 Central Ave,Nassau County,"Big Book, Wheelchair Access"
Wednesday,19:30,19,Trinity & St John's Episcopal Church,1142 Broadway,Nassau County,Open
Wednesday,19:30,19,TRS Professional Suite,40 Exchange Pl,Bowling Green/City Hall,"Discussion, Open"
Wednesday,19:30,19,Valhalla United Methodist Church,200 Columbus Ave,Valhalla,"Closed, Men"
Wednesday,19:30,19,Valhalla United Methodist Church,200 Columbus Ave,Valhalla,"Closed, Women"
Wednesday,19:30,19,Wantagh Memorial Congregational Church,1845 Wantagh Ave,Nassau County,Closed
Wednesday,19:30,19,Warwick United Methodist Church,135 Forester Ave,Orange County,"Closed, Wheelchair Access"
Wednesday,19:30,19,West End Temple,147-02 Newport Ave,Rockaway Park,"Beginner, Wheelchair Access"
Wednesday,19:30,19,West End Temple,147-02 Newport Ave,Rockaway Park,"Beginner, Wheelchair Access"
Wednesday,19:45,19,Community Church of Douglaston,39-50 Douglaston Pkwy,Little Neck/Douglaston,"Step Meeting, Wheelchair Access"
Wednesday,19:45,19,Community Church of Douglaston,39-50 Douglaston Pkwy,Little Neck/Douglaston,"Beginner, Wheelchair Access"
Wednesday,19:45,19,Hitchcock Memorial Church,6 Greenacres Ave,Scarsdale,Step Meeting
Wednesday,19:45,19,Hitchcock Memorial Church,6 Greenacres Ave,Scarsdale,Big Book
Wednesday,19:45,19,Hitchcock Memorial Church,6 Greenacres Ave,Scarsdale,Beginner
Wednesday,19:45,19,Immanuel Lutheran Church,2018 Richmond Ave,"Bull's Head, Willow Brook, Casleton, S.I. Teleport",Closed
Wednesday,19:45,19,St Patrick's Roman Catholic Church,26 Hunter St,Orange County,"Big Book, Closed, Wheelchair Access"
Wednesday,20:00,20,1 East Post Road,1 E Post Rd,White Plains,"Closed, Wheelchair Access"
Wednesday,20:00,20,10 South Moger Avenue,10 S Moger Ave,Mt. Kisco,"Spanish, Step Meeting"
Wednesday,20:00,20,1st Congregational Church,320 Beach 94th Street,Rockaway Park,Closed
Wednesday,20:00,20,2126 2nd Avenue,2126 2nd Ave,East Harlem,"Closed, Spanish, Wheelchair Access"
Wednesday,20:00,20,220 W Houston St,220 W Houston St,Greenwich Village,"Closed, Men"
Wednesday,20:00,20,284 New Main St,284 New Main St,Yonkers,"Discussion, Open, Spanish"
Wednesday,20:00,20,38-21 99th Street,38-21 99th St,Corona,"Open, Spanish"
Wednesday,20:00,20,46th Street Clubhouse,252 W 46th St,Hell's Kitchen,"Closed, LGBTQ"
Wednesday,20:00,20,74 East 17th Street,74 E 17th St,Flatbush,"Discussion, Open, Spanish"
Wednesday,20:00,20,82 East Main Street,82 E Main St,Suffolk County,Closed
Wednesday,20:00,20,90-05 175th Street,90-5 175th St,Jamaica,"Spanish, Step Meeting"
Wednesday,20:00,20,90-46 150th Street,90-46 150th St,Jamaica,"Beginner, Spanish"
Wednesday,20:00,20,913 Broadway,913 Broadway,Metropolitan,"Beginner, Spanish"
Wednesday,20:00,20,Aldersgate Methodist Church,600 Broadway,Dobbs Ferry,"Big Book, Wheelchair Access"
Wednesday,20:00,20,All Saints Church,43-12 46th St,Sunnyside,Closed
Wednesday,20:00,20,Apartment Building,538 W 47th St,Hell's Kitchen,"Open, Spanish"
Wednesday,20:00,20,Casita Esperanza,557 W 156th St,Washington Heights,"Closed, Spanish, Wheelchair Access"
Wednesday,20:00,20,Christ Church,17 Sagamore Rd,Bronxville,"Open, Wheelchair Access"
Wednesday,20:00,20,Church of the Immaculate Conception,128 Targee St,Stapleton,"Open, Spanish"
Wednesday,20:00,20,El Paraiso AA,376 50th St,Sunset Park,Spanish
Wednesday,20:00,20,First Methodist Church,30 Broadway,Suffolk County,Step Meeting
Wednesday,20:00,20,First Methodist Church,30 Broadway,Suffolk County,Closed
Wednesday,20:00,20,First Presbyterian Church,182 1st St,Nassau County,Step Meeting
Wednesday,20:00,20,First Presbyterian Church,199 N Columbus Ave,Mt. Vernon,Open
Wednesday,20:00,20,First United Methodist Church,2837 Davison St,Nassau County,Step Meeting
Wednesday,20:00,20,Greenpoint Reformed Church,136 Milton St,Greenpoint,"Men, Step Meeting"
Wednesday,20:00,20,Grupo El Salvador,90-01 78th St,East New York,"Closed, Spanish, Wheelchair Access"
Wednesday,20:00,20,Holy Trinity Episcopal Church,24 Coulter Ave,Putnam and Dutchess Counties,Step Meeting
Wednesday,20:00,20,Iglesia Presbyterian,1954 Grand Concourse,Tremont,"Open, Spanish"
Wednesday,20:00,20,Iglesia San Miguel/St Michael's Church,136-49 41st Ave,Flushing,"Open, Spanish"
Wednesday,20:00,20,Jan Hus Church,351 E 74th St,Upper East Side,"Discussion, Open"
Wednesday,20:00,20,Mamaroneck United Methodist Church,546 E Boston Post Rd,Mamaroneck,Step Meeting
Wednesday,20:00,20,Mustard Seed,122 E 37th St,Kip's Bay/Murray Hill,Step Meeting
Wednesday,20:00,20,Mustard Seed,122 E 37th St,Kip's Bay/Murray Hill,Step Meeting
Wednesday,20:00,20,Nauraushaun Presbyterian Church,51 Sickletown Rd,Rockland County,"Closed, Wheelchair Access"
Wednesday,20:00,20,New Beginnings Church,35 De Garmo Rd,Putnam and Dutchess Counties,"Big Book, Wheelchair Access"
Wednesday,20:00,20,Old Schoolhouse of Verplanck,210 6th St,Montrose,"Big Book, Closed, Discussion, Tradition Study"
Wednesday,20:00,20,Presbyterian Church of Mt Kisco,605 Millwood Rd,Mt. Kisco,Step Meeting
Wednesday,20:00,20,Realization Center,25 E 15th St,East Village,"Open, Step Meeting, Young People"
Wednesday,20:00,20,Resurrection Church,96 Milton Rd,Rye,"Big Book, Wheelchair Access"
Wednesday,20:00,20,Rocco Moretto VFW Post 2348,31-35 41st St,Astoria / Steinway,"Meditation, Open, Wheelchair Access"
Wednesday,20:00,20,S.A.G.E.,305 7th Ave,Midtown West Side,"Discussion, Open, Wheelchair Access"
Wednesday,20:00,20,Saint Barnabas Considine Parish Center,409 E 241st St,Woodlawn,Open
Wednesday,20:00,20,San Pablo United Methodist Church,14-54 31st Rd,Astoria / Steinway,"Discussion, Open, Wheelchair Access"
Wednesday,20:00,20,St Barnabas Church,159-19 98th St,Howard Beach,Closed
Wednesday,20:00,20,St Benedict the Moor Church,171-11 Brinkerhoff Ave,Jamaica,"Beginner, Wheelchair Access"
Wednesday,20:00,20,St Francis Xavier School,763 President St,Park Slope,"Closed, Discussion"
Wednesday,20:00,20,St Francis Youth Center,310 Jefferson St,New Jersey,"Closed, Men"
Wednesday,20:00,20,St James Episcopal Church,1 St James Pl,Orange County,"Discussion, Open, Wheelchair Access"
Wednesday,20:00,20,St John & Mary Church,30 Poillon Dr,Chappaqua,Beginner
Wednesday,20:00,20,St John's Episcopal Church,149-19 Sanford Ave,Flushing,Big Book
Wednesday,20:00,20,St Mark's Roman Catholic Church,2609 E 19th St,Sheepshead Bay,Closed
Wednesday,20:00,20,St Monica's Church,413 E 79th St,Upper East Side,Big Book
Wednesday,20:00,20,St Vincent Depaul Church Rectory,1500 Depaul St,Nassau County,Closed
Wednesday,20:00,20,Store Front,599 Main St,Putnam and Dutchess Counties,"Discussion, Open, Spanish"
Wednesday,20:00,20,Sunnyside Reformed Church,48-03 Skillman Ave,Sunnyside,"Beginner, Spanish"
Wednesday,20:00,20,Trinity Episcopal Church,311 Huguenot St,New Rochelle,"Discussion, Open, Wheelchair Access"
Wednesday,20:00,20,Trinity Lutheran Church,2103 Old Rte 6,Putnam and Dutchess Counties,"Closed, Men, Wheelchair Access"
Wednesday,20:00,20,Union Presbyterian Church,44 Old Balmville Rd,Orange County,"Closed, Wheelchair Access"
Wednesday,20:00,20,Union Presbyterian Church,44 Old Balmville Rd,Orange County,"Step Meeting, Wheelchair Access"
Wednesday,20:00,20,United Methodist Church,470 E Meadow Ave,Nassau County,Big Book
Wednesday,20:00,20,United Methodist Church,470 E Meadow Ave,Nassau County,Beginner
Wednesday,20:00,20,Woodrow Methodist Church,1075 Woodrow Rd,Eltingville,"Step Meeting, Wheelchair Access"
Wednesday,20:15,20,Riverdale Presbyterian Church,4763 Henry Hudson Pkwy W,Riverdale,"Step Meeting, Wheelchair Access"
Wednesday,20:15,20,Sacred Heart School,216-01 38th Ave,Bayside,"Closed, Step Meeting"
Wednesday,20:15,20,St Andrew's Episcopal Church,26 Prospect St,Putnam and Dutchess Counties,"Big Book, Wheelchair Access"
Wednesday,20:15,20,St Mark's Episcopal Church,1373 Nepperhan Ave,Yonkers,Big Book
Wednesday,20:15,20,The Old Annunciation Schoolhouse,70 Havemeyer St,Williamsburg,"LGBTQ, Open"
Wednesday,20:15,20,Trinity Lutheran Church,602 E 9th St,East Village,"Closed, Discussion, Speaker, Wheelchair Access"
Wednesday,20:15,20,West End Collegiate Church,368 West End Ave,Upper West Side,Step Meeting
Wednesday,20:30,20,Bishop Malloy Civic Center,15 Parkside Rd Dr,Nassau County,"Big Book, Wheelchair Access"
Wednesday,20:30,20,Central Brick Presbyterian Church,7 Prospect St,New Jersey,Open
Wednesday,20:30,20,Church in the Garden,99-50 Ascan Ave,Forest Hills,Step Meeting
Wednesday,20:30,20,Church of American Martyrs,79-43 Bell Blvd,Oakland Gardens,Step Meeting
Wednesday,20:30,20,Church of American Martyrs,79-43 Bell Blvd,Oakland Gardens,Beginner
Wednesday,20:30,20,Church of American Martyrs,79-43 Bell Blvd,Oakland Gardens,Closed
Wednesday,20:30,20,Clubhouse,367 20th St,Park Slope,Step Meeting
Wednesday,20:30,20,Community Church,36 Church St,Nassau County,Big Book
Wednesday,20:30,20,Elmhurst Hospital,79-1 Broadway,Elmhurst,"Big Book, Wheelchair Access"
Wednesday,20:30,20,Friends Meeting House,110 Schermerhorn St,Brooklyn Heights,"Open, Wheelchair Access"
Wednesday,20:30,20,Grace Lutheran Church,925 Fifth Avenue,New Jersey,Open
Wednesday,20:30,20,Holy Name Church Rectory,245 Prospect Park West,Park Slope,Open
Wednesday,20:30,20,HOW Club,552 Port Richmond Ave,St. George / New Brighton Thompkinsville,"Discussion, Open"
Wednesday,20:30,20,Old First Church,125 Main St,Suffolk County,Beginner
Wednesday,20:30,20,Old First Church,125 Main St,Suffolk County,Step Meeting
Wednesday,20:30,20,Our Lady of Victory Church,163 MacDonough St,Bedford Stuyvesant,"Beginner, Literature"
Wednesday,20:30,20,Perry Street Workshop,50 Perry St,Greenwich Village,Closed
Wednesday,20:30,20,Plymouth Church,75 Hicks St,Brooklyn Heights,"Discussion, Men, Open"
Wednesday,20:30,20,Reformed Church of the Tarrytowns,42 Broadway,Tarrytown,Step Meeting
Wednesday,20:30,20,Rutgers Church,236 W 73rd St,Upper West Side,"Big Book, Closed, Wheelchair Access"
Wednesday,20:30,20,St Alban's Episcopal Church,76 Old Amboy Rd,Eltingville,Closed
Wednesday,20:30,20,St Bartholomew's Church,82 Prospect St,White Plains,"Step Meeting, Wheelchair Access"
Wednesday,20:30,20,St John's Lutheran Church,122 Fenimore Rd,Mamaroneck,"Meditation, Step Meeting"
Wednesday,20:30,20,St William the Abbot Church,2001 Jackson Ave,Nassau County,"Closed, Wheelchair Access"
Wednesday,20:30,20,Twelfth Street Workshop,411 E 12th St,East Village,"Meditation, Step Meeting"
Wednesday,20:30,20,Volunteers of America,340 W 85th St,Upper West Side,"Closed, Literature"
Wednesday,20:30,20,Zion Episcopal Church,243-1 Northern Blvd,Little Neck/Douglaston,"Discussion, Open"
Wednesday,20:45,20,United Methodist Church,3087 Ocean Ave,Sheepshead Bay,Step Meeting
Wednesday,21:00,21,Holy Apostles Church Rectory,296 9th Ave,Midtown West Side,Open
Wednesday,21:15,21,Manhattan Plaza Health Club,482 W 43rd St,Hell's Kitchen,"Closed, Literature"
Wednesday,22:00,22,220 W Houston St,220 W Houston St,Greenwich Village,Closed
Wednesday,22:00,22,Holy Name Church,207 W 96th St,Upper West Side,Step Meeting
Wednesday,22:00,22,St Monica's Church,413 E 79th St,Upper East Side,Closed
Wednesday,22:00,22,The Old Annunciation Schoolhouse,70 Havemeyer St,Williamsburg,"Closed, Meditation"
Wednesday,22:15,22,Perry Street Workshop,50 Perry St,Greenwich Village,Big Book
Wednesday,22:30,22,46th Street Clubhouse,252 W 46th St,Hell's Kitchen,Closed
Wednesday,0:00,0,220 W Houston St,220 W Houston St,Greenwich Village,Beginner
Thursday,2:00,2,220 W Houston St,220 W Houston St,Greenwich Village,"Candlelight, Discussion, Open"
Thursday,6:00,6,Holy Name Church,207 W 96th St,Upper West Side,"Literature, Step Meeting"
Thursday,6:00,6,St Andrew's Episcopal Church,26 Prospect St,Putnam and Dutchess Counties,"Discussion, Open, Wheelchair Access"
Thursday,6:00,6,St Mary the Virgin Church,133 W 46th St,Hell's Kitchen,Speaker
Thursday,6:30,6,St John's Lutheran Church,75 E Olive St,Nassau County,"Discussion, Open"
Thursday,6:30,6,St Margaret's Residence,49 Fulton St,Bowling Green/City Hall,"Step Meeting, Wheelchair Access"
Thursday,6:45,6,Memorial United Methodist Church- The Loft,252 Bryant Ave,White Plains,"Closed, Wheelchair Access"
Thursday,6:45,6,St John the Evangelist Roman Catholic Church,25 Ocean Ave,Suffolk County,Step Meeting
Thursday,7:00,7,Aloysia Hall - Pace Law School,78 N Broadway,White Plains,"Big Book, Wheelchair Access"
Thursday,7:00,7,Hargrave House,111 W 71st St,Upper West Side,"Closed, Wheelchair Access"
Thursday,7:00,7,HOW Club,552 Port Richmond Ave,St. George / New Brighton Thompkinsville,Closed
Thursday,7:00,7,Saint Mary's Episcopal Church,26 St Mary's Rd,Suffolk County,"Closed, Wheelchair Access"
Thursday,7:00,7,St Patrick's Church,188 Church Pl,Yorktown Heights,"Step Meeting, Wheelchair Access"
